businessunitid      ,subscriberid        ,subscriberkey                                                                                                                                                                                                                                                 ,unsubdateutc           ,unsubreason                                                                                         
           555555555,             1708288,1708288@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:51:00.000,Unsubscribed via Import                                                                             
           555555555,             1708345,1708345@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:45:00.000,Unsubscribed via Import                                                                             
           555555555,             1708382,1708382@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:02:00.000,Unsubscribed via Import                                                                             
           555555555,             1708385,1708385@hotmail.com                                                                                                                                                                                                                                           ,2022-09-28 00:03:00.000,Unsubscribed via Import                                                                             
           555555555,             1708399,1708399@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:19:00.000,Unsubscribed via Import                                                                             
           555555555,             1708400,1708400@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:09:00.000,Unsubscribed via Import                                                                             
           555555555,             1708405,1708405@live.com                                                                                                                                                                                                                                              ,2022-09-28 00:10:00.000,Unsubscribed via Import                                                                             
           555555555,             1708459,1708459@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:15:00.000,Unsubscribed via Import                                                                             
           555555555,             1708473,1708473@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:27:00.000,Unsubscribed via Import                                                                             
           555555555,             1708477,1708477@ICLOUD.COM                                                                                                                                                                                                                                            ,2023-01-21 18:04:00.000,Profile Center Unsubscribe                                                                          
           555555555,             1708483,1708483@icloud.com                                                                                                                                                                                                                                            ,2022-09-28 00:01:00.000,Unsubscribed via Import                                                                             
           555555555,             1708504,1708504@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:06:00.000,Unsubscribed via Import                                                                             
           555555555,             1708557,1708557@gmail.com                                                                                                                                                                                                                                             ,2023-02-15 18:37:00.000,Profile Center Unsubscribe                                                                          
           555555555,             1708604,1708604@aol.com                                                                                                                                                                                                                                               ,2022-09-28 00:17:00.000,Unsubscribed via Import                                                                             
           555555555,             1708616,1708616@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:10:00.000,Unsubscribed via Import                                                                             
           555555555,             1708652,1708652@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:02:00.000,Unsubscribed via Import                                                                             
           555555555,             1708691,1708691@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:45:00.000,Unsubscribed via Import                                                                             
           555555555,             1708696,1708696@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:20:00.000,Unsubscribed via Import                                                                             
           555555555,             1708705,1708705@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:49:00.000,Unsubscribed via Import                                                                             
           555555555,             1708737,1708737@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:27:00.000,Unsubscribed via Import                                                                             
           555555555,             1708766,1708766@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:59:00.000,Unsubscribed via Import                                                                             
           555555555,             1708815,1708815@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:37:00.000,Unsubscribed via Import                                                                             
           555555555,             1708816,1708816@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:49:00.000,Unsubscribed via Import                                                                             
           555555555,             1708849,1708849@yahoo.com                                                                                                                                                                                                                                             ,2022-11-16 05:17:00.000,Unsubscribed by Salesforce Marketing Cloud RMM service based on subscriber Leave/Reply email.       
           555555555,             1708858,1708858@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:28:00.000,Unsubscribed via Import                                                                             
           555555555,             1708916,1708916@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:10:00.000,Unsubscribed via Import                                                                             
           555555555,             1708945,1708945@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:37:00.000,Unsubscribed via Import                                                                             
           555555555,             1709750,1709750@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:08:00.000,Unsubscribed via Import                                                                             
           555555555,             1709780,1709780@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:52:00.000,Unsubscribed via Import                                                                             
           555555555,             1709791,1709791@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:56:00.000,Unsubscribed via Import                                                                             
           555555555,             1710393,1710393@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:28:00.000,Unsubscribed via Import                                                                             
           555555555,             1710581,1710581@aol.com                                                                                                                                                                                                                                               ,2022-09-27 23:57:00.000,Unsubscribed via Import                                                                             
           555555555,             1710586,1710586@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:14:00.000,Unsubscribed via Import                                                                             
           555555555,             1710589,1710589@gmail.com                                                                                                                                                                                                                                             ,2023-01-13 14:27:00.000,Profile Center Unsubscribe                                                                          
           555555555,             1710612,1710612@icloud.com                                                                                                                                                                                                                                            ,2023-01-12 19:31:00.000,Profile Center Unsubscribe                                                                          
           555555555,             1710670,1710670@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:15:00.000,Unsubscribed via Import                                                                             
           555555555,             1710691,1710691@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:02:00.000,Unsubscribed via Import                                                                             
           555555555,             1710780,1710780@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:06:00.000,Unsubscribed via Import                                                                             
           555555555,             1710813,1710813@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:20:00.000,Unsubscribed via Import                                                                             
           555555555,             1710820,1710820@gmail.com                                                                                                                                                                                                                                             ,2022-11-05 21:42:00.000,Profile Center Unsubscribe                                                                          
           555555555,             1710854,1710854@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:26:00.000,Unsubscribed via Import                                                                             
           555555555,             1710901,1710901@comcast.net                                                                                                                                                                                                                                           ,2022-09-27 23:38:00.000,Unsubscribed via Import                                                                             
           555555555,             1716186,1716186@gmail.com                                                                                                                                                                                                                                             ,2022-12-04 15:41:00.000,Profile Center Unsubscribe                                                                          
           555555555,             1850354,1850354@aol.com                                                                                                                                                                                                                                               ,2022-09-27 23:26:00.000,Unsubscribed via Import                                                                             
           555555555,             1850355,1850355@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:28:00.000,Unsubscribed via Import                                                                             
           555555555,             1850358,1850358@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:15:00.000,Unsubscribed via Import                                                                             
           555555555,             1850361,1850361@comcast.net                                                                                                                                                                                                                                           ,2022-09-28 00:13:00.000,Unsubscribed via Import                                                                             
           555555555,             1850383,1850383@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:45:00.000,Unsubscribed via Import                                                                             
           555555555,             1850432,1850432@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:42:00.000,Unsubscribed via Import                                                                             
           555555555,             1850501,1850501@hotmail.com                                                                                                                                                                                                                                           ,2022-09-27 23:58:00.000,Unsubscribed via Import                                                                             
           555555555,             1850512,1850512@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:09:00.000,Unsubscribed via Import                                                                             
           555555555,             1850590,1850590@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:42:00.000,Unsubscribed via Import                                                                             
           555555555,             1850591,1850591@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:20:00.000,Unsubscribed via Import                                                                             
           555555555,             1850622,1850622@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:59:00.000,Unsubscribed via Import                                                                             
           555555555,             1850645,1850645@aol.com                                                                                                                                                                                                                                               ,2022-09-27 23:28:00.000,Unsubscribed via Import                                                                             
           555555555,             1850654,1850654@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:10:00.000,Unsubscribed via Import                                                                             
           555555555,             1850660,1850660@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:07:00.000,Unsubscribed via Import                                                                             
           555555555,             1850680,1850680@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:41:00.000,Unsubscribed via Import                                                                             
           555555555,             1850715,1850715@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:44:00.000,Unsubscribed via Import                                                                             
           555555555,             1850717,1850717@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:58:00.000,Unsubscribed via Import                                                                             
           555555555,             1850738,1850738@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:05:00.000,Unsubscribed via Import                                                                             
           555555555,             1850770,1850770@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:02:00.000,Unsubscribed via Import                                                                             
           555555555,             1850771,1850771@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:09:00.000,Unsubscribed via Import                                                                             
           555555555,             1850777,1850777@comcast.net                                                                                                                                                                                                                                           ,2022-09-27 23:56:00.000,Unsubscribed via Import                                                                             
           555555555,             1850780,1850780@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:12:00.000,Unsubscribed via Import                                                                             
           555555555,             1850795,1850795@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:17:00.000,Unsubscribed via Import                                                                             
           555555555,             1850918,1850918@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:26:00.000,Unsubscribed via Import                                                                             
           555555555,             1850954,1850954@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:05:00.000,Unsubscribed via Import                                                                             
           555555555,             1850995,1850995@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:00:00.000,Unsubscribed via Import                                                                             
           555555555,             1851055,1851055@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:46:00.000,Unsubscribed via Import                                                                             
           555555555,             1851063,1851063@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:57:00.000,Unsubscribed via Import                                                                             
           555555555,             1851089,1851089@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:00:00.000,Unsubscribed via Import                                                                             
           555555555,             1851291,1851291@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:01:00.000,Unsubscribed via Import                                                                             
           555555555,             1851602,1851602@gmail.com                                                                                                                                                                                                                                             ,2022-10-16 05:37:00.000,Unsubscribed from the Subscription Center                                                           
           555555555,             1852409,1852409@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:35:00.000,Unsubscribed via Import                                                                             
           555555555,             1852677,1852677@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:28:00.000,Unsubscribed via Import                                                                             
           555555555,             1852692,1852692@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:57:00.000,Unsubscribed via Import                                                                             
           555555555,             1852730,1852730@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:01:00.000,Unsubscribed via Import                                                                             
           555555555,             1852737,1852737@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:36:00.000,Unsubscribed via Import                                                                             
           555555555,             1852745,1852745@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:13:00.000,Unsubscribed via Import                                                                             
           555555555,             1852770,1852770@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:58:00.000,Unsubscribed via Import                                                                             
           555555555,             1852797,1852797@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:13:00.000,Unsubscribed via Import                                                                             
           555555555,             1852848,1852848@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:35:00.000,Unsubscribed via Import                                                                             
           555555555,             1852850,1852850@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:17:00.000,Unsubscribed via Import                                                                             
           555555555,             1852862,1852862@icloud.com                                                                                                                                                                                                                                            ,2022-09-27 23:51:00.000,Unsubscribed via Import                                                                             
           555555555,             1852914,1852914@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:52:00.000,Unsubscribed via Import                                                                             
           555555555,             1852917,1852917@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:51:00.000,Unsubscribed via Import                                                                             
           555555555,             1852927,1852927@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:58:00.000,Unsubscribed via Import                                                                             
           555555555,             1852952,1852952@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:56:00.000,Unsubscribed via Import                                                                             
           555555555,             1852985,1852985@aol.com                                                                                                                                                                                                                                               ,2022-09-27 23:35:00.000,Unsubscribed via Import                                                                             
           555555555,             1853015,1853015@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:08:00.000,Unsubscribed via Import                                                                             
           555555555,             1853050,1853050@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:48:00.000,Unsubscribed via Import                                                                             
           555555555,             1853055,1853055@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:57:00.000,Unsubscribed via Import                                                                             
           555555555,             1853072,1853072@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:26:00.000,Unsubscribed via Import                                                                             
           555555555,             1853085,1853085@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:06:00.000,Unsubscribed via Import                                                                             
           555555555,             1853090,1853090@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:09:00.000,Unsubscribed via Import                                                                             
           555555555,             1853091,1853091@yahoo.com                                                                                                                                                                                                                                             ,2022-09-27 23:55:00.000,Unsubscribed via Import                                                                             
           555555555,             1853123,1853123@gmail.com                                                                                                                                                                                                                                             ,2022-09-28 00:08:00.000,Unsubscribed via Import                                                                             
           555555555,             1853142,1853142@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:26:00.000,Unsubscribed via Import                                                                             
           555555555,             1853169,1853169@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:06:00.000,Unsubscribed via Import                                                                             
           555555555,             1853262,1853262@live.com                                                                                                                                                                                                                                              ,2022-09-27 23:49:00.000,Unsubscribed via Import                                                                             
           555555555,             1853287,1853287@icloud.com                                                                                                                                                                                                                                            ,2022-09-27 23:26:00.000,Unsubscribed via Import                                                                             
           555555555,             1853301,1853301@hotmail.com                                                                                                                                                                                                                                           ,2022-09-28 00:05:00.000,Unsubscribed via Import                                                                             
           555555555,             1853326,1853326@gmail.com                                                                                                                                                                                                                                             ,2022-10-21 13:50:00.000,Unsubscribed by Salesforce Marketing Cloud RMM service based on subscriber Leave/Reply email.       
           555555555,             1853395,1853395@yahoo.com                                                                                                                                                                                                                                             ,2022-09-28 00:03:00.000,Unsubscribed via Import                                                                             
           555555555,             1853403,1853403@aol.com                                                                                                                                                                                                                                               ,2022-09-28 00:00:00.000,Unsubscribed via Import                                                                             
           555555555,             1853446,1853446@gmail.com                                                                                                                                                                                                                                             ,2022-09-27 23:55:00.000,Unsubscribed via Import                                                                             
