addedby    ,addmethod        ,createddate            ,dateunsubscribed       ,emailaddress                                                                                                                                                                                                                                                  ,listid     ,listname                                          ,listtype        ,status      ,subscriberid,subscriberkey                                                                                                                                                                                                                                                 ,subscribertype                                                                                      
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,36670778@hotmail.com                                                                                                                                                                                                                                          ,          1,devsunited                                        ,List            ,Active      ,    36670778,36670778@hotmail.com                                                                                                                                                                                                                                          ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,36694366@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    36694366,36694366@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,37766820@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    37766820,37766820@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,38106904@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    38106904,38106904@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,38202997@icloud.com                                                                                                                                                                                                                                           ,          1,devsunited                                        ,List            ,Active      ,    38202997,38202997@icloud.com                                                                                                                                                                                                                                           ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,38225386@icloud.com                                                                                                                                                                                                                                           ,          1,devsunited                                        ,List            ,Active      ,    38225386,38225386@icloud.com                                                                                                                                                                                                                                           ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,38244366@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    38244366,38244366@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,42654506@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    42654506,42654506@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,43446717@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    43446717,43446717@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,43606408@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    43606408,43606408@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,43873748@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    43873748,43873748@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,7451983@hotmail.com                                                                                                                                                                                                                                           ,          1,devsunited                                        ,List            ,Active      ,     7451983,7451983@hotmail.com                                                                                                                                                                                                                                           ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,8273286@gmail.com                                                                                                                                                                                                                                             ,          1,devsunited                                        ,List            ,Active      ,     8273286,8273286@gmail.com                                                                                                                                                                                                                                             ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:57:00.000,                   NULL,8773427@yahoo.com                                                                                                                                                                                                                                             ,          1,devsunited                                        ,List            ,Active      ,     8773427,8773427@yahoo.com                                                                                                                                                                                                                                             ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,10642344@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    10642344,10642344@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,19363142@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    19363142,19363142@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,21627426@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    21627426,21627426@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,27532330@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    27532330,27532330@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,32526661@icloud.com                                                                                                                                                                                                                                           ,          1,devsunited                                        ,List            ,Active      ,    32526661,32526661@icloud.com                                                                                                                                                                                                                                           ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,33018909@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    33018909,33018909@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,33163393@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    33163393,33163393@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,33523606@live.com                                                                                                                                                                                                                                             ,          1,devsunited                                        ,List            ,Active      ,    33523606,33523606@live.com                                                                                                                                                                                                                                             ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,34651418@hotmail.com                                                                                                                                                                                                                                          ,          1,devsunited                                        ,List            ,Active      ,    34651418,34651418@hotmail.com                                                                                                                                                                                                                                          ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,35179070@hotmail.com                                                                                                                                                                                                                                          ,          1,devsunited                                        ,List            ,Active      ,    35179070,35179070@hotmail.com                                                                                                                                                                                                                                          ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,35544569@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    35544569,35544569@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,35975920@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    35975920,35975920@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,35981613@hotmail.com                                                                                                                                                                                                                                          ,          1,devsunited                                        ,List            ,Active      ,    35981613,35981613@hotmail.com                                                                                                                                                                                                                                          ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,36629984@hotmail.com                                                                                                                                                                                                                                          ,          1,devsunited                                        ,List            ,Active      ,    36629984,36629984@hotmail.com                                                                                                                                                                                                                                          ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,36734127@icloud.com                                                                                                                                                                                                                                           ,          1,devsunited                                        ,List            ,Active      ,    36734127,36734127@icloud.com                                                                                                                                                                                                                                           ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,36910234@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    36910234,36910234@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,37195705@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    37195705,37195705@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,37225709@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    37225709,37225709@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,37437033@hotmail.com                                                                                                                                                                                                                                          ,          1,devsunited                                        ,List            ,Active      ,    37437033,37437033@hotmail.com                                                                                                                                                                                                                                          ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,37700784@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    37700784,37700784@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,38134028@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    38134028,38134028@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,38201812@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    38201812,38201812@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,38217139@hotmail.com                                                                                                                                                                                                                                          ,          1,devsunited                                        ,List            ,Active      ,    38217139,38217139@hotmail.com                                                                                                                                                                                                                                          ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,38308678@aol.com                                                                                                                                                                                                                                              ,          1,devsunited                                        ,List            ,Active      ,    38308678,38308678@aol.com                                                                                                                                                                                                                                              ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,40956280@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    40956280,40956280@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,41401940@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    41401940,41401940@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,42953867@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    42953867,42953867@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,43607112@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    43607112,43607112@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,43758616@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    43758616,43758616@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:58:00.000,                   NULL,7729414@yahoo.com                                                                                                                                                                                                                                             ,          1,devsunited                                        ,List            ,Active      ,     7729414,7729414@yahoo.com                                                                                                                                                                                                                                             ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:59:00.000,                   NULL,13184811@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    13184811,13184811@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:59:00.000,                   NULL,29789283@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    29789283,29789283@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:59:00.000,                   NULL,31639526@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    31639526,31639526@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:59:00.000,                   NULL,34194349@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    34194349,34194349@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:59:00.000,                   NULL,34649309@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    34649309,34649309@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:59:00.000,                   NULL,34753217@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    34753217,34753217@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:59:00.000,                   NULL,35059359@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    35059359,35059359@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:59:00.000,                   NULL,35137622@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    35137622,35137622@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:59:00.000,                   NULL,35402912@aol.com                                                                                                                                                                                                                                              ,          1,devsunited                                        ,List            ,Active      ,    35402912,35402912@aol.com                                                                                                                                                                                                                                              ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:59:00.000,                   NULL,36237477@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    36237477,36237477@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:59:00.000,                   NULL,36918555@gmail.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    36918555,36918555@gmail.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:59:00.000,                   NULL,36937586@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    36937586,36937586@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
       1000,Import           ,2022-10-31 12:59:00.000,                   NULL,36938049@yahoo.com                                                                                                                                                                                                                                            ,          1,devsunited                                        ,List            ,Active      ,    36938049,36938049@yahoo.com                                                                                                                                                                                                                                            ,ExactTarget                                                                                         
